ex_ID,ex_Date,ex_Type,ex_DurationMin,ex_TotalMarks,ex_PassGrade,cou_ID
633,12/24/2016,Project Based,20,50,30,210
634,1/17/2002,Multi Choice,20,30,18,162
635,3/1/2014,Project Based,30,120,72,342
636,10/19/2003,Written,60,120,72,270
637,6/23/1996,Multi Choice,120,120,72,282
638,12/24/1995,Project Based,40,10,6,236
639,3/5/2003,Project Based,40,50,30,14
640,3/28/2016,Project Based,20,50,30,58
641,11/15/1995,Multi Choice,90,30,18,213
642,2/2/2001,Project Based,40,100,60,339
643,3/19/2014,Multi Choice,90,10,6,298
644,2/8/1998,Multi Choice,90,10,6,319
645,5/9/1996,Multi Choice,90,50,30,307
646,12/2/2001,Written,20,10,6,288
647,12/31/1996,Multi Choice,60,100,60,262
648,10/9/2005,Multi Choice,90,30,18,96
649,3/17/2023,Written,180,100,60,260
650,3/7/2017,Project Based,120,30,18,15
651,12/11/2008,Multi Choice,40,50,30,332
652,10/31/2000,Multi Choice,30,50,30,63
653,11/16/2016,Project Based,120,100,60,339
654,1/24/2021,Written,180,100,60,323
655,3/6/1999,Project Based,20,30,18,313
656,12/30/2008,Multi Choice,30,10,6,334
657,12/13/2000,Project Based,20,100,60,89
658,11/2/2017,Written,120,120,72,308
659,2/22/2001,Multi Choice,30,30,18,159
660,6/20/2009,Project Based,180,100,60,45
661,3/15/1997,Multi Choice,180,30,18,336
662,11/5/2005,Written,20,30,18,244
663,5/30/2006,Multi Choice,180,100,60,104
664,12/2/2025,Multi Choice,180,10,6,174
665,10/22/1996,Written,40,50,30,225
666,12/6/1996,Project Based,40,100,60,249
667,4/15/1996,Written,20,10,6,263
668,2/10/2011,Project Based,60,10,6,17
669,5/21/2013,Written,40,10,6,148
670,5/23/2007,Project Based,40,120,72,31
671,4/15/2019,Project Based,90,120,72,237
672,10/11/2012,Written,180,100,60,146
673,4/1/1997,Multi Choice,40,50,30,145
674,6/1/2003,Written,40,50,30,205
675,10/5/2005,Project Based,40,10,6,97
676,1/20/2009,Written,40,30,18,217
677,4/25/1999,Written,180,100,60,226
678,4/3/2008,Written,90,10,6,264
679,12/30/2000,Project Based,120,30,18,45
680,2/26/2015,Multi Choice,60,120,72,250
681,5/1/2001,Multi Choice,60,120,72,170
682,4/21/2008,Written,90,50,30,158
683,4/15/2000,Project Based,30,100,60,125
684,3/13/2004,Multi Choice,20,30,18,206
685,1/28/1998,Written,30,100,60,184
686,12/13/1995,Written,40,120,72,134
687,1/17/2015,Project Based,60,10,6,151
688,2/24/2016,Multi Choice,30,30,18,186
689,2/8/2001,Written,30,30,18,227
690,1/7/2009,Written,180,30,18,30
691,5/13/2014,Written,90,10,6,243
692,12/3/2005,Project Based,120,120,72,266
693,4/23/2007,Written,20,10,6,216
694,2/24/1997,Written,30,100,60,28
695,1/14/2018,Written,90,120,72,53
696,3/13/2012,Written,20,50,30,118
697,3/30/2021,Written,60,100,60,67
698,3/8/1998,Written,120,50,30,214
699,3/2/2001,Written,60,10,6,150
700,6/9/2010,Project Based,120,10,6,248
701,6/19/2020,Project Based,40,50,30,65
702,10/10/2002,Multi Choice,90,120,72,245
703,6/4/1996,Multi Choice,180,50,30,334
704,10/29/1997,Written,30,50,30,17
705,4/6/2002,Project Based,30,10,6,181
706,4/9/2019,Written,40,120,72,109
707,10/18/2016,Written,20,50,30,216
708,6/29/2018,Project Based,90,100,60,150
709,10/29/1997,Project Based,30,10,6,347
710,10/11/2023,Multi Choice,40,30,18,299
711,1/28/2001,Written,30,10,6,126
712,12/5/2013,Project Based,90,100,60,199
713,6/15/1996,Written,180,10,6,51
714,10/3/2006,Project Based,40,30,18,29
715,10/18/1997,Multi Choice,120,50,30,188
716,12/23/2004,Project Based,120,10,6,70
717,6/8/1997,Written,20,100,60,25
718,2/16/1999,Project Based,60,30,18,289
719,3/6/2005,Written,30,120,72,206
720,3/4/2020,Project Based,30,10,6,269
721,6/13/2021,Project Based,40,10,6,148
722,5/21/2003,Project Based,20,50,30,259
723,3/23/1997,Project Based,120,30,18,264
724,4/6/2014,Multi Choice,180,100,60,5
725,11/25/2001,Written,180,100,60,275
726,12/4/2008,Multi Choice,40,120,72,144
727,12/25/2003,Written,180,50,30,240
728,4/25/1998,Multi Choice,120,100,60,297
729,2/21/2007,Written,60,30,18,169
730,2/2/2000,Multi Choice,90,50,30,68
731,3/11/2011,Project Based,120,120,72,85
732,11/8/1997,Written,120,50,30,152
733,11/17/2009,Project Based,180,100,60,207
734,10/20/2004,Project Based,60,30,18,238
735,10/1/2022,Project Based,30,50,30,79
736,3/27/2004,Written,60,100,60,228
737,1/23/2001,Project Based,90,100,60,276
738,10/13/2004,Multi Choice,20,50,30,190
739,6/19/2002,Multi Choice,180,30,18,139
740,6/19/2006,Written,60,50,30,304
741,12/10/2005,Written,30,10,6,226
742,11/24/2013,Project Based,120,30,18,42
743,1/28/2018,Project Based,180,50,30,21
744,12/11/2024,Multi Choice,60,100,60,334
745,10/15/1996,Project Based,60,100,60,35
746,10/30/2009,Written,90,120,72,246
747,3/22/2017,Written,30,30,18,35
748,12/19/2004,Project Based,90,100,60,319
749,1/15/2005,Written,180,10,6,68
750,10/3/2017,Project Based,60,100,60,174
751,10/16/1998,Written,90,120,72,122
752,5/20/2010,Written,180,30,18,40
753,12/15/2003,Written,120,50,30,131
754,1/30/2017,Multi Choice,180,50,30,162
755,2/20/2002,Written,60,100,60,304
756,6/10/2007,Written,120,120,72,44
757,4/2/2002,Multi Choice,180,50,30,169
758,4/20/1996,Multi Choice,60,120,72,335
759,3/23/2014,Written,120,50,30,40
760,10/9/2000,Multi Choice,90,100,60,38
761,3/31/2010,Multi Choice,120,100,60,114
762,5/27/2024,Project Based,40,100,60,15
763,5/31/2000,Project Based,20,100,60,348
764,10/26/2023,Project Based,180,30,18,310
765,11/3/2022,Project Based,30,30,18,222
766,1/4/2014,Project Based,20,120,72,20
767,12/3/2017,Written,60,50,30,122
768,4/27/2006,Multi Choice,40,120,72,289
769,10/31/2013,Project Based,180,30,18,29
770,10/7/2000,Written,30,30,18,10
771,11/2/2021,Multi Choice,120,10,6,109
772,11/27/2003,Project Based,20,100,60,150
773,1/10/2001,Multi Choice,30,10,6,190
774,2/28/2025,Written,60,100,60,45
775,4/1/2001,Written,60,100,60,118
776,5/18/2011,Project Based,120,10,6,111
777,3/5/2006,Multi Choice,180,30,18,206
778,5/15/2022,Written,120,100,60,293
779,12/17/2013,Written,60,50,30,21
780,1/14/2017,Project Based,180,30,18,143
781,5/25/1996,Written,60,120,72,332
782,6/6/2017,Multi Choice,30,120,72,22
783,2/20/2005,Project Based,90,10,6,263
784,12/12/2010,Project Based,20,100,60,288
785,3/27/2001,Written,20,30,18,84
786,4/20/2013,Project Based,40,30,18,297
787,5/24/1996,Project Based,90,100,60,164
788,6/1/2009,Multi Choice,40,50,30,70
789,4/28/2011,Multi Choice,90,100,60,42
790,11/10/2006,Written,120,10,6,196
791,3/8/2006,Project Based,30,30,18,157
792,2/20/2001,Project Based,120,10,6,190
793,2/18/2010,Written,40,10,6,142
794,2/6/2009,Project Based,180,50,30,251
795,6/20/2020,Written,30,30,18,59
796,6/11/2007,Multi Choice,40,10,6,23
797,12/22/2008,Multi Choice,40,10,6,301
798,6/17/2014,Project Based,90,30,18,328
799,12/7/2004,Multi Choice,30,120,72,194
800,2/25/2002,Written,120,50,30,255
801,5/9/2013,Project Based,90,100,60,339
802,2/24/2004,Written,180,30,18,267
803,11/2/2000,Project Based,40,120,72,257
804,3/3/2021,Written,180,120,72,302
805,6/14/1999,Project Based,180,50,30,170
806,12/14/1997,Project Based,60,10,6,90
807,6/12/1998,Multi Choice,60,30,18,26
808,1/1/1997,Written,30,120,72,224
809,3/24/2010,Multi Choice,30,30,18,344
810,1/4/2001,Project Based,120,30,18,282
811,4/11/2014,Written,90,120,72,161
812,3/26/1998,Multi Choice,20,30,18,45
813,11/13/2021,Project Based,30,10,6,236
814,10/27/2012,Written,40,10,6,318
815,2/16/1997,Written,60,100,60,229
816,5/21/2000,Written,120,50,30,345
817,4/5/2006,Project Based,90,10,6,148
818,1/3/2012,Multi Choice,180,10,6,20
819,12/10/2021,Written,120,100,60,66
820,11/9/2003,Written,40,100,60,54
821,1/6/2026,Project Based,60,50,30,51
822,10/4/1995,Multi Choice,60,120,72,52
823,6/8/2013,Written,30,120,72,24
824,1/4/2011,Project Based,40,50,30,161
825,6/24/1996,Project Based,60,120,72,313
826,10/29/1995,Written,30,10,6,265
827,3/25/2024,Project Based,120,10,6,336
828,3/8/2015,Project Based,30,120,72,16
829,2/11/2009,Project Based,180,30,18,224
830,6/2/1997,Project Based,30,30,18,48
831,6/22/2002,Multi Choice,60,120,72,210
832,3/5/2022,Project Based,30,50,30,76
833,1/12/2006,Project Based,40,30,18,89
834,6/12/1998,Written,20,10,6,202
835,10/22/2017,Project Based,120,100,60,29
836,1/4/2021,Project Based,90,100,60,287
837,6/27/2020,Project Based,30,100,60,321
838,4/26/2010,Written,120,50,30,335
839,3/27/1998,Multi Choice,30,50,30,202
840,6/4/2003,Project Based,20,100,60,277
841,3/26/2002,Project Based,60,120,72,56
842,3/13/2024,Multi Choice,120,50,30,331
843,2/11/1996,Project Based,40,120,72,170
844,11/29/1996,Multi Choice,180,120,72,228
845,2/18/2006,Project Based,40,10,6,193
846,2/5/2005,Written,40,10,6,9
847,11/8/2002,Multi Choice,40,50,30,4
848,1/5/1996,Written,90,100,60,20
849,1/28/2008,Project Based,60,50,30,93
850,6/15/1998,Project Based,20,50,30,72
851,12/28/2002,Project Based,30,50,30,35
852,3/30/2020,Project Based,180,100,60,19
853,6/25/2024,Project Based,40,120,72,272
854,2/9/2007,Multi Choice,120,30,18,334
855,4/3/2005,Written,90,10,6,222
856,6/2/2000,Project Based,90,120,72,47
857,2/18/2002,Project Based,90,30,18,152
858,3/29/2003,Project Based,90,100,60,32
859,4/19/2001,Written,20,30,18,76
860,1/3/2020,Multi Choice,40,30,18,280
861,2/14/2006,Multi Choice,180,10,6,281
862,2/4/2023,Project Based,60,120,72,348
863,1/31/2007,Written,30,30,18,265
864,11/18/2023,Project Based,90,120,72,242
865,2/12/2020,Written,60,50,30,218
866,1/30/1996,Project Based,40,30,18,156
867,2/13/1996,Written,180,10,6,288
868,1/6/2010,Written,20,10,6,56
869,2/13/2007,Written,60,120,72,292
870,2/21/2001,Multi Choice,180,30,18,334
871,12/18/2024,Written,120,30,18,26
872,4/23/2021,Project Based,40,120,72,166
873,1/7/2015,Project Based,30,100,60,248
874,3/12/2001,Multi Choice,180,120,72,261
875,2/17/2012,Written,40,50,30,79
876,6/13/2016,Project Based,90,10,6,191
877,1/20/1997,Written,60,30,18,26
878,5/18/2020,Written,60,10,6,298
879,1/11/2025,Project Based,90,100,60,290
880,6/2/1999,Multi Choice,40,10,6,323
881,1/13/2019,Project Based,180,50,30,217
882,2/12/2001,Multi Choice,30,30,18,139
883,3/8/2011,Written,20,10,6,110
884,5/23/2005,Written,40,10,6,215
885,12/13/1999,Written,60,100,60,115
886,1/14/1996,Written,120,30,18,87
887,5/15/2019,Multi Choice,20,30,18,80
888,7/1/2011,Written,30,100,60,197
889,3/22/2010,Multi Choice,30,50,30,143
890,6/12/2006,Multi Choice,120,30,18,86
891,12/26/2004,Multi Choice,180,120,72,185
892,4/13/2011,Multi Choice,90,100,60,168
893,12/4/2011,Multi Choice,20,30,18,179
894,10/29/1995,Written,20,120,72,3
895,12/6/2023,Project Based,20,100,60,348
896,2/24/2022,Written,30,30,18,68
897,6/13/2003,Multi Choice,30,10,6,128
898,6/30/2026,Multi Choice,20,120,72,71
899,12/11/2003,Written,180,50,30,255
900,5/28/1998,Multi Choice,90,50,30,331
901,2/16/1999,Project Based,20,100,60,35
902,2/27/2025,Written,40,120,72,146
903,3/16/2020,Multi Choice,60,100,60,114
904,11/1/1995,Project Based,40,120,72,25
905,5/18/2013,Written,180,10,6,234
906,10/21/2019,Project Based,90,50,30,171
907,3/22/1997,Project Based,120,100,60,337
908,10/25/1995,Multi Choice,20,50,30,249
909,2/14/2008,Written,20,10,6,273
910,12/30/1995,Project Based,180,10,6,70
911,10/10/1998,Project Based,30,120,72,4
912,6/21/1998,Written,40,50,30,42
913,6/5/2012,Written,40,120,72,271
914,1/16/2026,Multi Choice,180,120,72,132
915,5/4/2000,Multi Choice,180,100,60,89
916,3/31/2000,Project Based,60,50,30,12
917,4/19/2005,Project Based,40,10,6,255
918,2/7/2009,Project Based,120,10,6,262
919,3/7/2002,Multi Choice,90,10,6,328
920,11/20/2000,Multi Choice,30,120,72,243
921,10/16/2025,Multi Choice,20,30,18,331
922,5/27/2009,Multi Choice,120,100,60,187
923,2/15/2011,Written,30,10,6,154
924,11/26/2016,Multi Choice,60,30,18,344
925,4/25/2004,Written,90,50,30,1
926,12/8/1997,Written,180,10,6,280
927,4/5/2024,Project Based,90,50,30,5
928,5/20/2007,Project Based,90,10,6,161
929,5/28/2010,Multi Choice,90,50,30,314
930,4/12/2014,Written,90,50,30,115
931,1/19/2010,Written,40,50,30,131
932,1/13/1997,Multi Choice,60,120,72,315
933,1/25/2020,Project Based,60,50,30,65
934,11/25/2007,Project Based,90,10,6,317
935,11/16/2002,Written,120,10,6,247
936,1/3/1999,Written,90,100,60,116
937,12/9/2000,Written,20,50,30,110
938,2/27/1999,Multi Choice,30,120,72,22
939,1/27/2013,Multi Choice,40,120,72,222
940,11/4/2017,Written,20,100,60,248
941,5/19/2002,Project Based,20,10,6,39
942,5/8/2023,Multi Choice,180,10,6,271
943,4/1/2007,Project Based,60,100,60,43
944,1/25/1998,Project Based,30,30,18,182
945,3/20/2012,Project Based,20,10,6,315
946,12/25/1995,Written,60,120,72,124
947,11/18/2001,Written,180,100,60,190
948,11/7/2003,Project Based,30,100,60,246
949,2/20/1997,Written,180,30,18,278
950,11/18/2009,Multi Choice,20,50,30,177
951,12/22/1997,Multi Choice,120,10,6,300
952,3/20/2021,Written,40,120,72,232
953,6/27/2009,Project Based,40,50,30,350
954,3/12/2026,Written,60,30,18,192
955,4/8/2009,Written,60,100,60,135
956,6/18/2013,Written,180,50,30,47
957,2/2/2020,Project Based,30,100,60,12
958,1/3/1999,Multi Choice,20,100,60,190
959,3/9/2020,Written,90,120,72,311
960,5/24/2011,Written,20,100,60,239
961,11/3/2001,Project Based,60,50,30,319
962,3/1/2000,Multi Choice,180,10,6,119
963,6/20/2020,Written,120,30,18,231
964,4/23/2004,Multi Choice,90,120,72,20
965,3/19/2016,Written,120,100,60,233
966,12/7/2012,Project Based,30,50,30,103
967,6/22/2002,Written,180,10,6,318
968,5/2/2001,Multi Choice,60,120,72,193
969,5/29/2022,Written,60,100,60,128
970,5/23/2002,Written,30,100,60,5
971,12/13/2001,Written,20,30,18,315
972,6/2/2002,Project Based,60,100,60,263
973,12/21/2023,Project Based,20,120,72,182
974,5/11/2006,Project Based,120,50,30,279
975,6/14/2020,Multi Choice,40,30,18,101
976,1/25/2001,Written,40,50,30,26
977,10/31/1997,Multi Choice,30,120,72,132
978,4/21/2018,Project Based,90,30,18,171
979,10/15/2020,Project Based,180,100,60,335
980,6/19/1997,Multi Choice,60,100,60,184
981,1/19/2000,Multi Choice,30,120,72,194
982,4/22/2013,Multi Choice,90,10,6,131
983,1/18/2009,Written,60,10,6,5
984,12/7/2007,Multi Choice,90,50,30,303
985,3/17/2008,Written,90,10,6,229
986,4/24/2004,Project Based,30,100,60,25
987,4/3/2000,Multi Choice,40,50,30,274
988,6/1/1997,Written,20,30,18,332
989,5/16/2022,Written,60,120,72,292
990,3/9/2005,Multi Choice,30,50,30,128
991,4/13/1998,Multi Choice,40,120,72,65
992,4/11/2016,Written,180,120,72,205
993,2/1/2022,Project Based,60,10,6,224
994,3/8/2001,Multi Choice,60,10,6,170
995,5/31/2018,Multi Choice,120,10,6,10
996,3/30/2000,Multi Choice,120,30,18,348
997,1/19/2011,Multi Choice,40,10,6,266
998,4/15/2009,Project Based,30,30,18,174
999,5/11/2013,Written,90,30,18,140
1000,11/15/2000,Written,60,100,60,335
1001,12/30/2004,Multi Choice,20,10,6,314
1002,4/6/2022,Project Based,40,100,60,33
1003,4/26/2016,Project Based,40,30,18,260
1004,5/19/2001,Multi Choice,30,120,72,278
1005,4/7/2020,Multi Choice,30,10,6,136
1006,1/12/2004,Project Based,120,30,18,228
1007,6/13/2001,Multi Choice,30,100,60,188
1008,6/4/1999,Multi Choice,120,100,60,136
1009,10/13/2006,Written,60,30,18,260
1010,1/20/2008,Project Based,90,50,30,141
1011,1/28/2006,Project Based,180,100,60,99
1012,4/28/2010,Written,30,120,72,35
1013,5/26/2009,Project Based,120,10,6,272
1014,10/17/1998,Project Based,20,30,18,68
1015,12/16/2014,Multi Choice,180,30,18,293
1016,4/11/2023,Project Based,20,100,60,281
1017,3/9/2003,Multi Choice,40,10,6,128
1018,12/9/2010,Multi Choice,120,100,60,250
1019,1/13/2001,Multi Choice,60,30,18,21
1020,10/17/1999,Written,20,30,18,164
1021,6/18/2004,Written,40,30,18,249
1022,5/25/2002,Project Based,60,100,60,163
1023,4/3/2024,Written,180,100,60,153
1024,10/5/2010,Project Based,40,10,6,299
1025,4/7/2004,Written,60,30,18,31
1026,1/28/2001,Written,90,100,60,250
1027,4/28/2001,Multi Choice,60,120,72,193
1028,6/8/2008,Written,40,10,6,60
1029,2/19/2013,Written,30,50,30,181
1030,4/3/2020,Multi Choice,20,100,60,21
1031,12/20/2004,Project Based,30,30,18,342
1032,6/12/2003,Written,20,30,18,37
1033,1/31/2018,Written,120,120,72,109
1034,10/17/2022,Written,40,30,18,151
1035,11/23/2005,Written,60,100,60,259
1036,6/4/1999,Multi Choice,30,30,18,100
1037,4/10/2008,Multi Choice,120,120,72,208
1038,6/23/2005,Project Based,20,120,72,305
1039,1/25/2010,Written,30,10,6,285
1040,11/17/1998,Written,90,120,72,119
1041,4/19/2001,Written,30,100,60,68
1042,6/22/2010,Multi Choice,120,120,72,80
1043,3/27/1997,Written,90,30,18,233
1044,12/11/2000,Project Based,90,50,30,10
1045,11/2/2011,Multi Choice,120,50,30,20
1046,10/28/2022,Written,120,50,30,152
1047,5/13/2002,Multi Choice,40,50,30,285
1048,7/1/2005,Project Based,30,10,6,78
1049,1/7/1998,Written,180,120,72,137
1050,6/23/2021,Multi Choice,90,30,18,116
1051,11/27/2004,Written,90,50,30,125
1052,3/27/2001,Project Based,40,100,60,231
1053,3/16/2022,Project Based,30,30,18,308
1054,6/14/2004,Project Based,20,120,72,324
1055,2/27/2021,Written,90,100,60,49
1056,1/13/2021,Multi Choice,30,120,72,7
1057,2/22/2000,Multi Choice,40,100,60,135
1058,1/1/1996,Multi Choice,180,50,30,192
1059,6/9/2022,Multi Choice,40,50,30,235
1060,10/5/2010,Multi Choice,40,50,30,110
1061,10/11/2003,Multi Choice,30,100,60,342
1062,10/3/1995,Project Based,40,50,30,246
1063,4/26/2015,Written,180,100,60,256
1064,5/25/2010,Multi Choice,60,30,18,257
1065,3/5/2012,Multi Choice,60,120,72,76
1066,4/26/2018,Project Based,40,30,18,99
1067,1/30/2024,Written,40,50,30,299
1068,2/18/2011,Written,30,30,18,41
1069,1/24/2003,Multi Choice,180,30,18,195
1070,10/18/2024,Written,40,50,30,205
1071,10/5/2003,Project Based,90,30,18,105
1072,1/23/2018,Written,40,50,30,53
1073,4/12/2005,Multi Choice,180,100,60,211
1074,3/6/2001,Multi Choice,120,120,72,335
1075,3/27/2012,Project Based,90,10,6,246
1076,1/19/2015,Written,120,100,60,249
1077,6/8/2002,Multi Choice,90,50,30,234
1078,7/1/2010,Multi Choice,120,30,18,119
1079,12/26/2020,Written,180,120,72,337
1080,6/5/2012,Project Based,60,10,6,247
1081,4/26/2013,Written,90,10,6,288
1082,12/23/1998,Multi Choice,40,50,30,305
1083,10/30/2025,Multi Choice,180,100,60,272
1084,2/4/2008,Multi Choice,30,10,6,299
1085,3/17/2022,Multi Choice,20,120,72,222
1086,12/27/2017,Project Based,60,120,72,54
1087,11/1/2022,Project Based,60,100,60,232
1088,1/19/2003,Written,120,30,18,94
1089,2/25/2012,Project Based,120,100,60,266
1090,10/16/2020,Multi Choice,30,30,18,117
1091,2/24/2026,Multi Choice,90,10,6,194
1092,11/17/2004,Multi Choice,60,120,72,99
1093,11/10/2023,Project Based,180,120,72,306
1094,11/1/2015,Project Based,20,10,6,178
1095,3/20/2023,Project Based,20,120,72,42
1096,2/3/1998,Written,40,50,30,258
1097,5/19/2019,Project Based,120,120,72,265
1098,4/30/1996,Multi Choice,90,10,6,267
1099,2/9/1999,Written,180,50,30,73
1100,12/22/2018,Project Based,90,50,30,278
1101,3/13/2002,Multi Choice,60,120,72,298
1102,2/16/2001,Written,90,30,18,223
1103,4/22/1997,Project Based,30,10,6,322
1104,1/9/2000,Project Based,180,10,6,317
1105,2/19/1997,Written,180,120,72,67
1106,4/19/2017,Written,30,120,72,135
1107,10/30/1998,Project Based,30,10,6,97
1108,4/19/2002,Written,60,30,18,65
1109,5/18/2001,Written,120,100,60,15
1110,4/27/2003,Written,120,10,6,66
1111,1/21/1999,Written,30,10,6,336
1112,11/14/2013,Project Based,40,120,72,283
1113,4/9/2010,Project Based,60,10,6,150
1114,3/1/2005,Multi Choice,30,10,6,107
1115,3/25/2007,Written,60,10,6,136
1116,2/18/1997,Project Based,40,10,6,115
1117,4/9/1998,Multi Choice,40,100,60,27
1118,6/22/2003,Project Based,20,120,72,256
1119,11/9/1996,Written,60,100,60,152
1120,10/29/2019,Written,40,120,72,133
1121,5/11/1998,Project Based,120,100,60,14
1122,6/9/2001,Project Based,40,50,30,192
1123,10/9/2017,Multi Choice,60,100,60,12
1124,11/29/2002,Project Based,40,50,30,278
1125,1/7/2018,Multi Choice,120,120,72,313
1126,6/21/2022,Project Based,60,100,60,62
1127,11/20/2007,Multi Choice,40,50,30,202
1128,6/12/2006,Project Based,60,100,60,117
1129,2/2/2017,Multi Choice,180,100,60,2
