gp_ID,gp_Name,gp_Score
818,Online Examination System,92.46
819,E-Commerce Dashboard,75.54
820,Employee Attendance Tracker,74.59
821,Customer Feedback Analyzer,55.65
822,Smart Invigilation System,94.51
823,E-Learning and Exam Platform,91.86
824,Human Resource Management,61.84
825,Automated Exam Management,72.77
826,Bank Loan Prediction System,87.34
827,AI-based Exam Evaluator,84.6
828,Smart Parking System,58.22
829,AI-based Exam Evaluator,61.78
830,Smart Invigilation System,77.6
831,E-Learning and Exam Platform,75.59
832,IoT Smart Home Controller,54.85
833,Bank Loan Prediction System,92.88
834,Student Assessment Portal,85.23
835,Exam Result Prediction System,98.38
836,E-Learning and Exam Platform,90.89
837,Sales Forecasting Tool,84.54
838,Data Visualization Platform,53.5
839,Online Examination System,67
840,Tourism Recommendation System,67.17
841,Human Resource Management,64.99
842,Employee Attendance Tracker,91.23
843,Automated Exam Management,92.69
844,Human Resource Management,78.96
845,Restaurant Ordering System,87.31
846,Smart Invigilation System,57.64
847,Smart Invigilation System,84.95
848,University Admission Portal,70.7
849,Restaurant Ordering System,76.55
850,Cloud-Based Test Management,64.56
851,E-Learning and Exam Platform,57.65
852,Digital Quiz and Result Analyzer,69.87
853,Student Assessment Portal,88.34
854,Logistics Optimization Platform,84.24
855,Logistics Optimization Platform,71.62
856,Digital Quiz and Result Analyzer,86.41
857,Cloud-Based Test Management,50.17
858,School Management System,81.21
859,Smart Parking System,90.62
860,Human Resource Management,75.92
861,Social Media Analytics,74.12
862,Smart Invigilation System,99.49
863,Library Automation System,65.2
864,Digital Quiz and Result Analyzer,70.89
865,AI-based Exam Evaluator,83.25
866,Student Assessment Portal,73.4
867,Restaurant Ordering System,80.32
868,Sales Forecasting Tool,87.07
869,Exam Scheduling and Proctoring System,82.86
870,Tourism Recommendation System,72.87
871,Cloud-Based Test Management,68.5
872,University Admission Portal,74.8
873,Exam Scheduling and Proctoring System,51.04
874,Digital Quiz and Result Analyzer,99.73
875,Smart Invigilation System,66.31
876,E-Commerce Dashboard,94.94
877,AI-based Exam Evaluator,88.94
878,Cloud-Based Test Management,97.54
879,Automated Exam Management,59.68
880,Social Media Analytics,87.72
881,Cloud-Based Test Management,57.69
882,Online Examination System,97.5
883,Automated Exam Management,50.73
884,E-Learning and Exam Platform,86.1
885,Cloud-Based Test Management,96.07
886,Student Assessment Portal,66.95
887,AI-based Exam Evaluator,57.61
888,IoT Smart Home Controller,68.8
889,Smart Parking System,99.31
890,Employee Attendance Tracker,59.75
891,Online Examination System,67.88
892,Restaurant Ordering System,85.25
893,E-Learning and Exam Platform,85.21
894,Digital Quiz and Result Analyzer,87.19
895,Exam Result Prediction System,88.55
896,University Admission Portal,63.44
897,E-Commerce Dashboard,92.46
898,School Management System,59.02
899,Hospital Management System,68.59
900,AI-based Exam Evaluator,74.77
901,AI-based Exam Evaluator,54.66
902,Smart Invigilation System,73.51
903,Cloud-Based Test Management,94.85
904,Sales Forecasting Tool,77.22
905,IoT Smart Home Controller,66.34
906,AI-based Exam Evaluator,87.4
907,Online Examination System,84.4
908,Digital Quiz and Result Analyzer,86.98
909,Student Assessment Portal,56.75
910,Hospital Management System,97.83
911,Sales Forecasting Tool,73.21
912,Cloud-Based Test Management,87.87
913,Exam Result Prediction System,68.09
914,E-Commerce Dashboard,55.53
915,Online Examination System,67.11
916,Automated Exam Management,60.82
917,Healthcare Data Warehouse,50.1
918,University Admission Portal,93.85
919,Bank Loan Prediction System,80.3
920,Social Media Analytics,68.02
921,Library Automation System,79.97
922,Smart Invigilation System,71.79
923,Employee Attendance Tracker,72.64
924,Bank Loan Prediction System,82.61
925,Customer Feedback Analyzer,97.53
926,Healthcare Data Warehouse,62.91
927,Online Examination System,56.44
928,E-Learning and Exam Platform,80.49
929,Logistics Optimization Platform,50.53
930,Tourism Recommendation System,72.62
931,Tourism Recommendation System,71.87
932,Customer Feedback Analyzer,58.41
933,E-Learning and Exam Platform,75.12
934,Exam Result Prediction System,75.29
935,Exam Scheduling and Proctoring System,66.69
936,Healthcare Data Warehouse,63.88
937,Student Assessment Portal,58.11
938,Digital Quiz and Result Analyzer,66.6
939,Digital Quiz and Result Analyzer,67.68
940,Digital Quiz and Result Analyzer,61.02
941,Healthcare Data Warehouse,82.36
942,AI-based Exam Evaluator,70.28
943,Online Examination System,89.79
944,Exam Scheduling and Proctoring System,74.52
945,Restaurant Ordering System,65.33
946,Employee Attendance Tracker,84.52
947,E-Learning and Exam Platform,56.17
948,Smart Parking System,57.48
949,Sales Forecasting Tool,99.08
950,E-Learning and Exam Platform,83.83
951,Smart Parking System,87.16
952,Customer Feedback Analyzer,72.47
953,Automated Exam Management,76.21
954,Cloud-Based Test Management,82.61
955,Student Assessment Portal,73.45
956,Restaurant Ordering System,75.46
957,Automated Exam Management,95.52
958,Data Visualization Platform,64.34
959,Library Automation System,55.47
960,Logistics Optimization Platform,96.76
961,E-Learning and Exam Platform,62.94
962,E-Learning and Exam Platform,91.25
963,Student Assessment Portal,68.88
964,Online Examination System,59.41
965,Customer Feedback Analyzer,58.48
966,Online Examination System,70.57
967,E-Learning and Exam Platform,76.38
968,Exam Scheduling and Proctoring System,95.57
969,AI-based Exam Evaluator,65.79
970,Sales Forecasting Tool,64.4
971,Student Assessment Portal,78.81
972,Tourism Recommendation System,89.59
973,Smart Invigilation System,98.97
974,Data Visualization Platform,50.12
975,E-Learning and Exam Platform,92.81
976,Customer Feedback Analyzer,83.33
977,Data Visualization Platform,71.03
978,Exam Scheduling and Proctoring System,88.09
979,Logistics Optimization Platform,80.81
980,Social Media Analytics,73.33
981,Cloud-Based Test Management,81.77
982,Library Automation System,72.14
983,Sales Forecasting Tool,60.59
984,Social Media Analytics,74.12
985,Hospital Management System,89.85
986,Student Assessment Portal,51.57
987,Online Examination System,61.42
988,Digital Quiz and Result Analyzer,78.09
989,Customer Feedback Analyzer,64.2
990,Tourism Recommendation System,69.06
991,Smart Parking System,99.81
992,Online Examination System,59.56
993,E-Learning and Exam Platform,64.91
994,Digital Quiz and Result Analyzer,50.35
995,Exam Scheduling and Proctoring System,83.19
996,Bank Loan Prediction System,74.41
997,Cloud-Based Test Management,82.86
998,Restaurant Ordering System,86.55
999,Tourism Recommendation System,70.78
1000,Hospital Management System,68.01
1001,Healthcare Data Warehouse,51.09
1002,Restaurant Ordering System,98.39
1003,Smart Invigilation System,76.92
1004,Exam Scheduling and Proctoring System,59.28
1005,Exam Result Prediction System,75.8
1006,Data Visualization Platform,55.42
1007,Inventory Management System,61.5
1008,Bank Loan Prediction System,70.88
1009,Cloud-Based Test Management,69.57
1010,Hospital Management System,51.28
1011,School Management System,70.17
1012,Tourism Recommendation System,87.3
1013,Online Examination System,75.43
1014,Real Estate Analytics Dashboard,72.64
1015,Healthcare Data Warehouse,92.15
1016,Social Media Analytics,74.39
1017,Healthcare Data Warehouse,63.23
1018,Cloud-Based Test Management,78.26
1019,E-Commerce Dashboard,54.61
1020,Automated Exam Management,71.11
1021,AI-based Exam Evaluator,91.5
1022,Social Media Analytics,66.74
1023,Automated Exam Management,68.85
1024,Logistics Optimization Platform,90.14
1025,Exam Scheduling and Proctoring System,52.93
1026,Student Assessment Portal,97.34
1027,Online Examination System,90.95
1028,Bank Loan Prediction System,93.94
1029,Exam Result Prediction System,62.27
1030,Library Automation System,97.01
1031,University Admission Portal,70.95
1032,IoT Smart Home Controller,66.18
1033,Digital Quiz and Result Analyzer,57.76
1034,Hospital Management System,59.62
1035,School Management System,60.43
1036,Automated Exam Management,78.46
1037,Tourism Recommendation System,56.11
1038,Student Assessment Portal,82.73
1039,Data Visualization Platform,65.72
1040,Automated Exam Management,75.47
1041,AI-based Exam Evaluator,70.77
1042,Smart Invigilation System,86.34
1043,Exam Scheduling and Proctoring System,82.2
1044,Restaurant Ordering System,64.11
1045,E-Commerce Dashboard,67.86
1046,University Admission Portal,98.87
1047,E-Learning and Exam Platform,90.92
1048,Exam Scheduling and Proctoring System,69.88
1049,Smart Invigilation System,83.87
1050,Student Assessment Portal,68.34
1051,E-Learning and Exam Platform,80.53
1052,Tourism Recommendation System,76.76
1053,Inventory Management System,57.92
1054,Inventory Management System,81.88
1055,Library Automation System,89.68
1056,Customer Feedback Analyzer,66.99
1057,E-Learning and Exam Platform,63.74
1058,Inventory Management System,70.27
1059,Exam Scheduling and Proctoring System,57.19
1060,Smart Invigilation System,96.43
1061,Automated Exam Management,89.22
1062,Automated Exam Management,58.63
1063,Sales Forecasting Tool,90.83
1064,E-Learning and Exam Platform,62.64
1065,Student Assessment Portal,82.6
1066,Social Media Analytics,58
1067,Online Examination System,59.31
1068,Automated Exam Management,68.52
1069,Human Resource Management,95.87
1070,Automated Exam Management,84.61
1071,Cloud-Based Test Management,93.92
1072,Logistics Optimization Platform,90.06
1073,Student Assessment Portal,81.58
1074,Healthcare Data Warehouse,93.92
1075,Exam Result Prediction System,71.73
1076,School Management System,80.46
1077,E-Learning and Exam Platform,57.94
1078,AI-based Exam Evaluator,84.52
1079,School Management System,72.15
1080,Student Assessment Portal,82.68
1081,AI-based Exam Evaluator,63.58
1082,Smart Invigilation System,92.25
1083,Bank Loan Prediction System,74.28
1084,Social Media Analytics,68.75
1085,Customer Feedback Analyzer,50.23
1086,Library Automation System,81.07
1087,AI-based Exam Evaluator,88.33
1088,Library Automation System,95.8
1089,Hospital Management System,62.62
1090,AI-based Exam Evaluator,84.31
1091,E-Commerce Dashboard,96.11
1092,AI-based Exam Evaluator,94.51
1093,Exam Result Prediction System,84.99
1094,Bank Loan Prediction System,52.91
1095,University Admission Portal,67.59
1096,Inventory Management System,50.38
1097,Smart Invigilation System,97.94
1098,Sales Forecasting Tool,76.82
1099,E-Learning and Exam Platform,93.35
1100,Data Visualization Platform,87.09
1101,Online Examination System,85.17
1102,Tourism Recommendation System,88.99
1103,Student Assessment Portal,66.4
1104,Library Automation System,77.98
1105,Exam Result Prediction System,60.56
1106,Digital Quiz and Result Analyzer,56.66
1107,Social Media Analytics,66.97
1108,Restaurant Ordering System,89.09
1109,Sales Forecasting Tool,69.85
1110,Automated Exam Management,98.74
1111,University Admission Portal,76.39
1112,Data Visualization Platform,96.71
1113,Sales Forecasting Tool,56.82
1114,Social Media Analytics,88.85
1115,AI-based Exam Evaluator,62.34
1116,Cloud-Based Test Management,87.95
1117,Exam Scheduling and Proctoring System,87.46
1118,Human Resource Management,93.57
1119,Sales Forecasting Tool,91.61
1120,Automated Exam Management,74.05
1121,Logistics Optimization Platform,60.74
1122,AI-based Exam Evaluator,62.31
1123,Employee Attendance Tracker,56.25
1124,IoT Smart Home Controller,92.35
1125,Real Estate Analytics Dashboard,74.07
1126,Student Assessment Portal,51.82
1127,Data Visualization Platform,71.38
1128,Exam Result Prediction System,51.81
1129,Smart Invigilation System,58.07
1130,Library Automation System,80.88
1131,Hospital Management System,59.65
1132,Cloud-Based Test Management,52.15
1133,University Admission Portal,74.67
1134,Student Assessment Portal,77.04
1135,Customer Feedback Analyzer,55.28
1136,Smart Parking System,91.28
1137,Digital Quiz and Result Analyzer,72.73
1138,Sales Forecasting Tool,57.59
1139,Cloud-Based Test Management,67.19
1140,University Admission Portal,71.23
1141,Exam Scheduling and Proctoring System,93.2
1142,Exam Scheduling and Proctoring System,82.9
1143,Exam Result Prediction System,94.43
1144,Digital Quiz and Result Analyzer,85.15
1145,Exam Result Prediction System,68.47
1146,Real Estate Analytics Dashboard,79.14
1147,Exam Scheduling and Proctoring System,93.44
1148,Cloud-Based Test Management,51.86
1149,E-Commerce Dashboard,64.79
1150,AI-based Exam Evaluator,58.44
1151,AI-based Exam Evaluator,72.43
1152,Hospital Management System,85.53
1153,Bank Loan Prediction System,51.09
1154,Inventory Management System,54.57
1155,AI-based Exam Evaluator,94.66
1156,Exam Result Prediction System,87.01
1157,E-Commerce Dashboard,73.16
1158,School Management System,68.5
1159,Automated Exam Management,50.63
1160,Inventory Management System,63.04
1161,IoT Smart Home Controller,91.7
1162,Automated Exam Management,94.16
1163,E-Learning and Exam Platform,99.84
1164,Student Assessment Portal,94.3
1165,Customer Feedback Analyzer,92.88
1166,Exam Result Prediction System,79.93
1167,Logistics Optimization Platform,96.42
1168,Exam Scheduling and Proctoring System,97.91
1169,Exam Scheduling and Proctoring System,59.59
1170,AI-based Exam Evaluator,54.66
