cer_ID,cer_Name,cer_Duration,cer_Platform,st_ID
565,"Django Framework",14,"Google Analytics Academy",18654
566,"Swift Programming",8,"Udacity",12815
567,"MongoDB Database",18,"Google Analytics Academy",5251
568,"Natural Language Processing",9,"Pluralsight",377
569,"Microservices Architecture",11,"CompTIA",14426
570,"OWASP Best Practices",3,"MIT OpenCourseWare",2972
571,"Cloud Computing with AWS",19,"Facebook Blueprint",10564
572,"Spring Boot",17,"FreeCodeCamp",334
573,"DNS Management",30,"Salesforce Trailhead",7687
574,"Linux System Administration",36,"Stanford Online",8001
575,"Operating Systems",20,"Google Analytics Academy",8257
576,"Cloud Computing with AWS",5,"Microsoft Learn",14483
577,"Software Architecture",25,"Udacity",8200
578,"Shopify Theme Development",9,"IBM Skills",17270
579,"Internet of Things (IoT)",7,"Stanford Online",14396
580,"iOS Development",14,"Cisco Networking Academy",18434
581,"Jenkins CI/CD",12,"Google Analytics Academy",15868
582,"Distributed Systems",17,"Stanford Online",9509
583,"Robotics Programming",20,"Facebook Blueprint",1978
584,"Apache Kafka Streaming",35,"Cisco Networking Academy",17500
585,"Business Intelligence",13,"Udacity",17958
586,"Functional Programming",24,"Pluralsight",18330
587,"Compiler Design",20,"Udacity",7485
588,"Swift Programming",15,"Harvard Online",5159
589,"MATLAB Programming",5,"Oracle Academy",8092
590,"Frontend Web Design",20,"Microsoft Learn",11829
591,"Refactoring Techniques",14,"Google Developers",2326
592,"Cloud Architecture",3,"Udacity",4156
593,"Artificial Intelligence Fundamentals",7,"DataCamp",18787
594,"Advanced JavaScript Programming",12,"FreeCodeCamp",18177
595,"Jenkins CI/CD",9,"Pluralsight",837
596,"Spring Boot",3,"Google Analytics Academy",14483
597,"TensorFlow Development",20,"Khan Academy",9295
598,"Responsive Web Design",42,"FreeCodeCamp",15184
599,"Design Patterns",17,"FreeCodeCamp",2152
600,"Augmented Reality",10,"CompTIA",8513
601,"Web Application Security",6,"Codecademy",6306
602,"Unreal Engine",9,"Pluralsight",7996
603,"Email Server Administration",4,"Microsoft Learn",3176
604,"Cloud Architecture",14,"AWS Training",7001
605,"Virtual Reality Development",14,"Google Analytics Academy",14923
606,"Refactoring Techniques",15,"Facebook Blueprint",3723
607,"Computer Graphics",4,"Salesforce Trailhead",178
608,"SEO Optimization",16,"Codecademy",16784
609,"Cloud Architecture",19,"Skillshare",15425
610,"Data Science with Python",17,"Salesforce Trailhead",17167
611,"Cloud Computing with AWS",15,"edX",16147
612,"Shopify Theme Development",4,"Pluralsight",1674
613,"5G Technology",19,"Skillshare",14590
614,"Technical Writing",15,"DataCamp",13200
615,"Serverless Computing",16,"Google Analytics Academy",6575
616,"Socket Programming",3,"Coursera",10134
617,"Computer Networks",10,"CompTIA",16773
618,"Digital Marketing Analytics",13,"HubSpot Academy",14118
619,"Database Management Systems",10,"Codecademy",17433
620,"Operating Systems",12,"Google Developers",7261
621,"SEO Optimization",8,"MIT OpenCourseWare",10650
622,"Excel Data Analysis",21,"Harvard Online",19182
623,"VPN Configuration",16,"edX",14723
624,"React.js Development",7,"Udacity",994
625,"Augmented Reality",20,"FreeCodeCamp",18944
626,"Cloud Computing with AWS",12,"MIT OpenCourseWare",3444
627,"Big Data Analytics",16,"Facebook Blueprint",14917
628,"FastAPI Development",20,"Khan Academy",5143
629,"Scala Programming",11,"Google Developers",819
630,"Technical Writing",17,"AWS Training",19107
631,"TypeScript Programming",10,"Facebook Blueprint",10322
632,"iOS Development",32,"Coursera",12303
633,"Oracle Database",7,"DataCamp",3516
634,"MongoDB Database",38,"LinkedIn Learning",2985
635,"Video Streaming Technology",6,"Harvard Online",19817
636,"Digital Marketing Analytics",20,"Microsoft Learn",12485
637,"Docker and Kubernetes",3,"HubSpot Academy",17959
638,"MongoDB Database",8,"Microsoft Learn",6302
639,"Video Streaming Technology",11,"Stanford Online",7230
640,"Power BI Analytics",15,"FreeCodeCamp",7964
641,"Cybersecurity Essentials",12,"Harvard Online",4142
642,"Unity Game Engine",46,"Codecademy",12615
643,"WebRTC Development",16,"CompTIA",19850
644,"RabbitMQ Messaging",13,"IBM Skills",14297
645,"Penetration Testing",8,"AWS Training",4003
646,"5G Technology",12,"Stanford Online",10630
647,"Network Security",4,"Khan Academy",19576
648,"Data Structures and Algorithms",16,"Codecademy",4822
649,"Flutter Cross-Platform",14,"IBM Skills",19899
650,"Statistical Analysis",5,"FreeCodeCamp",1498
651,"E-commerce Solutions",9,"Salesforce Trailhead",2173
652,"Machine Learning Basics",42,"Stanford Online",14180
653,"Artificial Intelligence Fundamentals",17,"IBM Skills",19092
654,"Computer Vision",37,"Stanford Online",5966
655,"Oracle Database",43,"Skillshare",16121
656,"API Development and Integration",7,"Oracle Academy",13427
657,"Angular Development",43,"Udacity",9793
658,"System Design",13,"Oracle Academy",13193
659,"Virtual Reality Development",6,"Khan Academy",804
660,"Rust Programming",10,"Skillshare",14039
661,"Deep Learning",44,"Pluralsight",13806
662,"Unity Game Engine",7,"Oracle Academy",566
663,"Quantum Computing",18,"AWS Training",324
664,"Technical Writing",39,"CompTIA",7296
665,"Business Intelligence",6,"AWS Training",17133
666,"Puppet Configuration",19,"Khan Academy",11084
667,"Backup Solutions",4,"Udacity",17900
668,"Vue.js Framework",6,"CompTIA",10296
669,"FastAPI Development",6,"Stanford Online",8485
670,"Tableau Certification",4,"LinkedIn Learning",15984
671,"MATLAB Programming",9,"Google Developers",18138
672,"SQL Database Design",9,"Coursera",6815
673,"TensorFlow Development",3,"DataCamp",9320
674,"Backup Solutions",5,"Udacity",9889
675,"API Documentation",28,"FreeCodeCamp",8862
676,"Puppet Configuration",15,"LinkedIn Learning",12987
677,"Database Management Systems",17,"Cisco Networking Academy",6743
678,"Kotlin Programming",9,"HubSpot Academy",15847
679,"Deep Learning",16,"Harvard Online",17050
680,"Software Architecture",6,"Pluralsight",8089
681,"Refactoring Techniques",16,"Udacity",3622
682,"MATLAB Programming",13,"Stanford Online",2149
683,"Audio Engineering",9,"Codecademy",8805
684,"SEO Optimization",17,"Khan Academy",1687
685,"Ruby on Rails",26,"Google Analytics Academy",9182
686,"SIEM Solutions",13,"DataCamp",9303
687,"Information Security",6,"Cisco Networking Academy",12016
688,"Ruby on Rails",44,"Cisco Networking Academy",16959
689,"Flutter Cross-Platform",8,"DataCamp",16365
690,"Big Data Analytics",12,"Harvard Online",4125
691,"R Programming for Data Science",7,"Khan Academy",19990
692,"Web Application Security",5,"MIT OpenCourseWare",4161
693,"Embedded Systems",14,"LinkedIn Learning",8394
694,"Web3 Development",14,"Udacity",7916
695,"Data Science with Python",8,"MIT OpenCourseWare",4461
696,"Kotlin Programming",13,"LinkedIn Learning",17901
697,"FastAPI Development",4,"Google Developers",4631
698,"Software Testing and QA",8,"edX",6039
699,"Cryptography Fundamentals",8,"Pluralsight",7356
700,"Swift Programming",10,"FreeCodeCamp",16599
701,"GraphQL Development",20,"CompTIA",19643
702,"Cybersecurity Essentials",19,"Khan Academy",7659
703,"R Programming for Data Science",17,"DataCamp",7438
704,"Angular Development",7,"AWS Training",10189
705,"System Design",14,"Salesforce Trailhead",6413
706,"Google Cloud Platform",11,"FreeCodeCamp",18691
707,"Penetration Testing",17,"MIT OpenCourseWare",12168
708,"Design Patterns",17,"Google Developers",1387
709,"REST API Design",50,"Skillshare",12360
710,"Laravel Framework",13,"Udacity",3361
711,"DNS Management",8,"Udemy",19002
712,"Embedded Systems",4,"Google Developers",12280
713,"Elasticsearch Development",11,"Cisco Networking Academy",16515
714,"Computer Networks",15,"edX",14005
715,"Keras Neural Networks",10,"MIT OpenCourseWare",10105
716,"iOS Development",6,"Skillshare",1955
717,"SIEM Solutions",18,"Harvard Online",9342
718,"Agile Project Management",16,"Coursera",6897
719,"SEO Optimization",5,"Coursera",6376
720,"Software Architecture",20,"Cisco Networking Academy",10218
721,"Distributed Systems",14,"MIT OpenCourseWare",2400
722,"Network Protocols",5,"Oracle Academy",18724
723,"Digital Marketing Analytics",11,"Facebook Blueprint",12771
724,"Blockchain Technology",4,"Khan Academy",7656
725,"Digital Marketing Analytics",3,"Harvard Online",13997
726,"PHP Web Development",18,"Harvard Online",11964
727,"Augmented Reality",8,"Facebook Blueprint",15420
728,"E-commerce Solutions",14,"Harvard Online",11840
729,"Full Stack Web Development",15,"Google Analytics Academy",4144
730,"API Development and Integration",21,"Coursera",10572
731,"Ethereum Smart Contracts",4,"HubSpot Academy",3871
732,"Game Development",17,"edX",1866
733,"Computer Networks",5,"CompTIA",4771
734,"Agile Project Management",16,"Oracle Academy",10724
735,"Git Version Control",34,"Microsoft Learn",3789
736,"PostgreSQL Advanced",4,"Google Developers",8528
737,"Incident Response",3,"CompTIA",12426
738,"MySQL Administration",10,"Oracle Academy",5914
739,"Puppet Configuration",3,"Khan Academy",6277
740,"Django Framework",10,"Harvard Online",13369
741,"Blockchain Development",20,"FreeCodeCamp",7197
742,"React.js Development",27,"DataCamp",8238
743,"API Documentation",8,"Stanford Online",6049
744,"Swift Programming",16,"FreeCodeCamp",17705
745,"MongoDB Database",26,"Codecademy",3680
746,"Payment Gateway Integration",13,"Pluralsight",13339
747,"iOS Development",20,"IBM Skills",19136
748,"Internet of Things (IoT)",37,"AWS Training",19467
749,"Microservices Architecture",8,"Salesforce Trailhead",2186
750,"Penetration Testing",10,"CompTIA",47
751,"Ansible Automation",14,"Cisco Networking Academy",14619
752,"Robotics Programming",14,"Facebook Blueprint",19041
753,"SQL Database Design",18,"IBM Skills",1880
754,"Cloud Architecture",11,"Pluralsight",10096
755,"C# and .NET Framework",42,"Udacity",4419
756,"Digital Marketing Analytics",15,"Pluralsight",11491
757,"Google Cloud Platform",20,"Google Developers",16637
758,"Unity Game Engine",17,"Salesforce Trailhead",6527
759,"System Design",12,"Harvard Online",7476
760,"Database Management Systems",19,"Coursera",2044
761,"Performance Optimization",17,"edX",17801
762,"DevOps Engineering",12,"IBM Skills",5363
763,"MongoDB Database",8,"Cisco Networking Academy",1691
764,"React.js Development",10,"Oracle Academy",2452
765,"Clean Code Principles",8,"Oracle Academy",12278
766,"Incident Response",10,"CompTIA",18501
767,"Linux System Administration",9,"Udacity",10378
768,"Competitive Programming",7,"Coursera",1194
769,"Cryptography Fundamentals",15,"Facebook Blueprint",2782
770,"Backup Solutions",7,"Google Developers",16609
771,"Machine Learning Basics",43,"Codecademy",1521
772,"Elasticsearch Development",3,"Cisco Networking Academy",5408
773,"Competitive Programming",18,"Microsoft Learn",7462
774,"PyTorch Programming",3,"Google Developers",4464
775,"SIEM Solutions",16,"Salesforce Trailhead",9091
776,"Software Testing and QA",6,"Oracle Academy",18887
777,"Payment Gateway Integration",16,"Codecademy",7411
778,"OWASP Best Practices",5,"Harvard Online",2744
779,"Puppet Configuration",19,"Stanford Online",16761
780,"Swift Programming",13,"Pluralsight",4844
781,"Python Data Analysis",10,"Udacity",42
782,"SQL Database Design",9,"MIT OpenCourseWare",19191
783,"Functional Programming",4,"Khan Academy",15975
784,"Payment Gateway Integration",20,"CompTIA",15466
785,"Data Visualization",13,"LinkedIn Learning",15902
786,"C# and .NET Framework",8,"FreeCodeCamp",6739
787,"Ethical Hacking",4,"Stanford Online",19870
788,"Embedded Systems",5,"Microsoft Learn",9218
789,"OWASP Best Practices",4,"Coursera",7099
790,"Oracle Database",20,"Cisco Networking Academy",15683
791,"API Documentation",46,"Microsoft Learn",2653
792,"Web Development Fundamentals",18,"Khan Academy",11759
793,"MATLAB Programming",12,"LinkedIn Learning",501
794,"Augmented Reality",4,"Udemy",13803
795,"SQL Database Design",17,"Stanford Online",11158
796,"Performance Optimization",19,"DataCamp",15775
797,"WebRTC Development",13,"Udemy",2894
798,"Apache Kafka Streaming",33,"Udemy",829
799,"Apache Kafka Streaming",14,"IBM Skills",709
800,"Mobile App Development",19,"DataCamp",1088
801,"MongoDB Database",26,"Pluralsight",10241
802,"SIEM Solutions",3,"Skillshare",12949
803,"Performance Optimization",14,"Google Analytics Academy",6473
804,"PyTorch Programming",18,"Microsoft Learn",7522
805,"Business Intelligence",13,"MIT OpenCourseWare",14826
806,"Performance Optimization",12,"IBM Skills",3044
807,"Microservices Architecture",10,"Udemy",3144
808,"TCP/IP Networking",18,"Coursera",5218
809,"MySQL Administration",3,"Skillshare",10334
810,"Big Data Analytics",4,"Harvard Online",1314
811,"Load Balancing",10,"Oracle Academy",1074
812,"Frontend Web Design",13,"Khan Academy",17601
813,"E-commerce Solutions",12,"Harvard Online",13092
814,"Cryptography Fundamentals",45,"Oracle Academy",16842
815,"C++ Programming",6,"Coursera",6917
816,"Refactoring Techniques",6,"Khan Academy",2809
817,"FPGA Development",16,"Salesforce Trailhead",10571
818,"Microservices Architecture",6,"Facebook Blueprint",5518
819,"Internet of Things (IoT)",20,"Microsoft Learn",6214
820,"Incident Response",15,"edX",2016
821,"Embedded Systems",21,"CompTIA",9472
822,"Web3 Development",13,"Udemy",9786
823,"Web Application Security",15,"Microsoft Learn",18826
824,"Computer Graphics",17,"Udemy",1550
825,"Backup Solutions",6,"Oracle Academy",5442
826,"Puppet Configuration",4,"Stanford Online",10244
827,"Computer Graphics",3,"Facebook Blueprint",286
828,"Payment Gateway Integration",10,"HubSpot Academy",3682
829,"Quantum Computing",20,"Pluralsight",18895
830,"MATLAB Programming",44,"Coursera",16664
831,"Competitive Programming",3,"Skillshare",7964
832,"Technical Writing",38,"FreeCodeCamp",12330
833,"Web Application Security",4,"Salesforce Trailhead",6758
834,"Intrusion Detection Systems",11,"Google Analytics Academy",12272
835,"Web Application Security",10,"edX",2494
836,"Software Architecture",12,"Salesforce Trailhead",9581
837,"Jenkins CI/CD",9,"Stanford Online",10705
838,"Apache Kafka Streaming",16,"IBM Skills",11787
839,"Go Programming",6,"Pluralsight",8974
840,"5G Technology",13,"Facebook Blueprint",2129
841,"React Native Development",13,"FreeCodeCamp",17167
842,"Puppet Configuration",19,"LinkedIn Learning",16856
843,"Robotics Programming",4,"Codecademy",8091
844,"Competitive Programming",44,"edX",3824
845,"SEO Optimization",16,"Salesforce Trailhead",14252
846,"React.js Development",4,"Skillshare",11645
847,"Code Review Best Practices",6,"Cisco Networking Academy",541
848,"PyTorch Programming",11,"CompTIA",18154
849,"Load Balancing",4,"Oracle Academy",84
850,"Functional Programming",10,"Udemy",3422
851,"Database Management Systems",6,"Cisco Networking Academy",17215
852,"Frontend Web Design",8,"IBM Skills",9406
853,"Microservices Architecture",19,"AWS Training",7976
854,"E-commerce Solutions",8,"Microsoft Learn",5476
855,"Data Visualization",19,"Facebook Blueprint",5566
856,"Socket Programming",14,"Cisco Networking Academy",7871
857,"5G Technology",50,"LinkedIn Learning",3611
858,"MATLAB Programming",16,"FreeCodeCamp",1682
859,"Django Framework",20,"MIT OpenCourseWare",1857
860,"UI/UX Design Principles",15,"Google Developers",4457
861,"Swift Programming",13,"FreeCodeCamp",12437
862,"Full Stack Web Development",15,"Facebook Blueprint",19490
863,"Microservices Architecture",18,"Udacity",19253
864,"WebRTC Development",8,"Pluralsight",12169
865,"Embedded Systems",11,"AWS Training",8984
866,"Load Balancing",18,"Udacity",7944
867,"Compiler Design",3,"Cisco Networking Academy",2180
868,"Cybersecurity Essentials",12,"FreeCodeCamp",480
869,"Linux System Administration",9,"Google Analytics Academy",1080
870,"Unity Game Engine",11,"AWS Training",8744
871,"Network Security",24,"Khan Academy",19932
872,"Natural Language Processing",12,"Microsoft Learn",2945
873,"Vue.js Framework",44,"Coursera",19605
874,"MySQL Administration",13,"IBM Skills",227
875,"Serverless Computing",14,"LinkedIn Learning",6299
876,"Payment Gateway Integration",4,"Harvard Online",2052
877,"Performance Optimization",40,"LinkedIn Learning",1644
878,"Computer Networks",19,"Harvard Online",17941
879,"REST API Design",24,"Facebook Blueprint",19458
880,"Unreal Engine",20,"Skillshare",19833
881,"Keras Neural Networks",9,"Salesforce Trailhead",4269
882,"Network Security",11,"Pluralsight",168
883,"Ruby on Rails",18,"Harvard Online",19203
884,"MATLAB Programming",13,"Udacity",6019
885,"Serverless Computing",10,"Khan Academy",11833
886,"TypeScript Programming",16,"Harvard Online",18145
887,"Computer Networks",37,"Pluralsight",1330
888,"Chrome Extension Development",4,"Cisco Networking Academy",13686
